10000 40000
181 4127 472
1763 745 497
9990 2016 397
5452 8084 109
4070 3584 211
9498 7625 250
9799 2697 443
5371 1756 62
9160 3033 180
4726 5426 79
4167 2930 77
1255 8561 334
2811 7008 334
5700 836 185
3839 2728 372
5395 7667 496
4720 7000 309
5528 8875 422
2817 5731 383
5496 4405 193
5475 3711 50
2884 9560 77
2239 1860 383
4834 2044 337
2700 7722 26
8563 3280 211
2012 7922 31
1111 1494 425
568 5574 188
17 6605 226
5621 6567 320
1929 4767 342
211 9006 252
8820 4614 399
8131 3258 483
4676 3619 421
739 7173 213
98 6075 88
4265 8629 325
5360 3533 51
507 6739 182
7903 3583 255
9862 4246 460
9635 6856 13
7214 354 79
1370 6896 143
5848 254 125
9734 7634 99
1091 2399 407
1958 6161 474
9851 1171 103
6875 3918 229
8856 9742 416
4193 486 438
655 7587 266
553 6297 432
5556 875 100
8237 3520 241
9202 9794 188
966 8966 2
3232 8367 291
2957 5454 81
1778 5416 251
7937 8618 143
7062 8876 425
3869 3874 439
5501 8376 115
4192 7312 477
9513 3965 440
1686 1175 206
4340 7278 254
1081 1182 287
4391 109 215
5938 4936 136
6924 2694 24
2828 4479 178
4526 5418 105
8205 9035 364
5014 1212 100
9737 9361 318
3342 637 99
1353 7677 51
9925 4199 336
7830 8037 220
2594 4393 30
2489 2435 100
8345 1815 203
6339 2019 496
9886 6093 329
9505 4825 161
6015 2163 352
4292 400 43
7786 4702 150
3321 2506 190
6823 6216 455
7743 1699 345
4480 2999 461
5626 7412 191
2529 41 69
57 9979 356
1167 4962 37
6170 9434 384
7077 3175 218
4635 100 273
2844 2212 457
5466 9586 466
2552 8905 435
7436 2423 304
7380 6017 96
2924 5582 142
4467 2988 66
1568 863 311
9377 8 114
9741 6823 377
2805 844 227
4084 4514 429
1630 2707 452
1865 4744 311
7744 4718 1
6631 1414 137
7613 2074 468
848 5527 64
6048 3027 85
2553 8277 24
1715 752 98
5163 7762 58
6603 6196 176
8843 7274 357
7563 1073 14
801 6567 322
5523 4000 71
3512 5735 172
9578 4741 288
6077 9767 191
1206 8739 480
4178 2661 442
9522 7908 125
7397 8913 411
2145 9570 361
8740 5958 21
123 4340 400
780 132 300
6828 9308 255
4332 8708 498
8088 4058 234
8509 3264 185
3037 934 436
2941 2578 232
6999 2067 389
404 1506 339
2867 2848 198
4473 9930 372
8930 5326 413
8604 9938 383
9565 2670 382
8537 3162 302
4421 8975 251
7145 5655 309
9071 4394 371
9310 6730 185
1796 3816 218
4482 6360 70
8317 2784 154
9061 7876 348
2181 8897 286
2143 3327 331
9580 4845 203
2826 2059 372
8749 6789 53
3479 9856 231
3597 8636 350
9421 5175 237
857 2684 45
9130 506 342
3642 6264 305
3572 1485 88
7443 3894 480
7323 8788 403
4270 2177 422
7787 1781 460
3028 5314 108
8745 7485 266
4674 3716 303
8045 1611 91
2211 3866 144
4748 867 16
4887 9984 91
6330 2133 27
6731 8830 454
9413 2136 278
7 9760 38
3954 7828 118
8608 310 198
2235 3777 264
3767 8752 236
7009 3414 193
652 6539 475
3112 5620 59
5070 8156 416
1531 6898 306
5849 5818 309
8912 2771 171
6360 9731 409
9448 7031 130
3218 7424 241
5385 1468 66
398 4643 136
311 2540 363
6666 2086 244
6708 9257 218
1622 4440 45
2565 2198 219
8098 39 88
4515 5761 21
2249 7361 328
323 492 87
7565 7841 35
2022 7543 449
8164 4939 375
51 6634 463
8423 9515 24
3027 1556 67
1368 66 111
7856 8610 10
9947 3270 365
4110 1549 289
3510 5096 461
8277 8957 489
2029 5757 256
8986 7877 452
2044 1246 163
1220 86 416
2977 5791 52
326 7196 116
3317 6782 401
9082 9156 3
7854 9976 340
1713 3114 383
1663 2516 98
9891 3527 0
4078 1484 120
97 8766 441
9290 3393 237
7711 3456 393
7020 4733 168
5658 7401 374
9381 8959 273
9634 9204 407
330 6362 492
4108 2975 272
7624 9444 378
8758 2990 318
3963 8489 463
6386 8353 107
4574 6862 488
7580 5028 130
4055 3158 1
481 4610 447
2930 7166 139
4392 872 118
165 3901 276
3192 1397 5
8801 6901 89
3432 7114 341
3811 2796 142
1836 9389 411
8779 8006 482
3520 6866 19
4191 2369 395
1909 7346 78
1468 6168 159
7029 9205 150
3880 3506 10
775 6079 94
6823 4276 378
7986 9075 194
2163 5978 74
9188 2464 273
4656 7883 138
3130 2447 48
4956 2986 10
8599 3744 143
2694 5830 207
1842 3197 381
6312 8553 15
4827 572 30
2477 9868 241
9963 2359 434
8115 1467 101
921 8178 284
3525 3013 367
7759 3313 7
1788 6783 424
7480 6260 3
6122 5247 350
6620 1417 381
7070 4154 105
9024 7719 42
4703 8027 398
1327 2792 73
7828 1193 143
9503 6095 137
1741 1621 283
7848 5832 335
1956 4903 206
6283 4480 422
96 8858 185
6163 7202 296
478 338 458
655 5302 329
6804 9830 199
52 1329 194
9658 4515 327
6666 1303 142
2767 6255 99
1095 958 37
6893 1320 480
201 387 447
8228 2465 321
4346 3754 62
3355 6595 320
5718 948 233
8882 1287 414
5410 2997 427
7839 3551 44
4539 9676 459
7308 3617 115
8367 9280 140
7880 1870 63
9100 2967 322
9067 6617 99
8900 2687 200
9022 9695 148
7904 8294 481
5577 9964 418
5203 3909 386
5648 5280 272
9166 572 293
7258 6129 91
6906 5513 427
1356 7965 268
6119 7021 142
6065 7509 331
3990 54 240
9220 6467 43
4742 2363 281
1979 4450 83
8324 3248 183
8533 7277 22
944 6146 208
5743 1743 376
770 8982 82
5590 99 196
5804 1245 296
4900 4628 45
6349 1284 59
3596 2874 259
5952 6440 155
4760 7242 488
4633 4949 75
7927 7610 338
9506 195 127
6411 9638 152
5299 2319 288
2849 8369 53
1539 324 54
9135 3131 367
3200 8977 22
7353 3451 258
3481 4887 163
2513 6234 62
1024 5150 371
8460 2915 302
9494 9667 351
6597 8865 265
5274 4986 413
2290 9031 185
2285 425 233
693 7139 388
2129 4692 135
4631 2290 95
9527 3323 132
8383 6794 288
4868 9885 476
534 4583 220
5756 3797 472
1199 6497 327
2990 5780 194
8747 3376 313
4050 3603 283
1037 320 41
347 9850 118
1771 2799 431
1198 9686 238
5593 5943 482
3917 84 94
2675 1593 332
289 7147 440
3693 827 214
39 7975 226
3159 9685 349
7254 321 231
6699 2621 303
7736 9941 376
5855 704 101
7820 9756 122
2782 2589 165
6203 6312 192
1890 8973 27
5955 564 438
1779 4817 300
8037 1722 37
2389 1999 331
349 2211 415
60 5275 367
3722 8822 81
8561 1255 329
7903 4193 314
919 8484 113
5054 6630 455
3561 8474 221
9019 5537 212
8166 7496 490
6348 157 486
922 4246 427
9248 8603 331
3626 3561 286
445 6749 377
831 5007 261
2328 8074 431
2079 4425 153
7397 1175 495
7585 6934 116
6874 4735 426
9371 6316 467
2426 5075 449
8797 1466 147
8219 3339 20
8317 6611 57
5632 6926 0
9538 6478 116
6123 2417 17
8432 6580 105
5050 2765 431
7251 8631 27
8001 594 43
8682 777 95
2973 7994 425
8303 8141 198
87 7067 62
717 4080 268
603 2626 254
328 8776 214
5371 1995 497
3246 4931 75
4625 3132 10
6436 1189 498
2950 2835 407
3366 1422 60
6425 6751 224
6865 8929 28
9963 4512 411
6205 4724 468
9217 7393 328
6217 772 483
9618 2014 227
5958 9330 56
5725 4248 499
881 8933 374
9978 6706 115
2504 2700 232
2866 1567 147
3212 6503 425
4511 9670 281
549 3000 111
763 7457 467
8760 5697 296
2529 747 245
6676 9372 383
6366 6198 92
6704 6067 365
4329 5679 44
6791 308 339
6203 7152 27
21 6108 461
5697 2351 120
801 3079 61
9418 4732 197
7946 2985 180
732 4950 445
464 9459 143
2603 2952 457
5192 9219 395
3732 8262 313
7712 4870 441
3898 2713 151
7006 1813 62
8594 3744 156
1777 5458 23
9428 969 433
9701 9551 423
1180 3450 247
3013 8574 332
1115 4280 155
4214 7997 400
6858 2261 136
296 2904 346
4077 267 314
7222 4457 416
4127 7793 14
1666 7140 219
1691 4212 104
6906 2002 302
6882 1054 310
3123 463 262
9747 770 19
5076 4137 213
6811 9788 226
9618 9868 219
5753 3638 261
9495 2575 426
5792 2 250
3201 2720 189
6839 9055 249
9347 4274 356
2155 8571 88
3685 2392 399
3757 4588 157
8610 9710 140
1449 7981 118
4760 965 92
4727 3208 54
5017 8835 428
6171 3070 326
134 8869 145
3282 8765 161
6926 1091 325
1949 6651 270
8522 7828 41
7720 1444 434
6272 8761 46
634 1149 453
1079 7466 393
305 3728 165
3925 8465 103
8761 547 384
9293 576 67
9498 3632 482
6779 7885 166
5123 4896 346
9634 3154 411
7364 8444 342
5718 5428 301
8714 6503 104
6286 5039 65
8729 8328 471
5699 7823 385
7133 9462 217
4317 9200 139
4102 1667 266
1398 4453 241
7842 7848 161
8713 2464 43
6892 244 212
3408 8262 134
9859 887 243
7483 3657 167
9316 3772 42
1911 6062 208
5211 3158 388
7739 6445 491
1256 3744 116
1350 1815 354
2834 5498 12
3284 261 379
3653 819 243
548 202 390
5679 2565 293
6016 1725 474
2392 613 30
9116 2034 477
8131 5952 165
8290 8026 371
5152 4271 408
2621 6406 373
2676 7189 358
1608 5518 431
3998 1993 57
1511 9261 18
4236 4006 422
1412 427 323
9628 7043 328
9704 5151 474
7762 6095 71
3733 7842 243
8544 4615 336
7615 9447 158
5877 227 487
360 4319 238
9041 2859 265
4762 1072 176
4475 8214 310
5849 9875 404
8463 3740 253
1184 7457 211
1430 2237 416
3737 484 256
9731 1291 176
2260 4239 45
3691 4855 153
1573 1864 91
1728 2390 453
937 215 373
3540 3251 115
5876 6045 83
5037 6467 39
3701 8851 193
3061 4861 236
790 5729 166
1319 3652 142
3353 9642 293
8059 8753 145
6571 2764 440
9347 8428 339
4501 7563 198
5874 8876 481
6524 6478 376
8203 8154 342
6397 6808 282
8688 6020 150
6331 2509 444
3858 7696 450
6085 9188 419
5020 7151 366
5544 9219 355
7903 3126 187
5957 4841 281
9824 8963 196
7286 9145 234
1507 305 149
3018 909 457
8189 8094 334
3348 380 351
9191 4145 193
1227 8747 500
3616 4965 430
4549 6442 155
2226 5103 236
2301 8619 18
1734 531 281
2192 9440 281
3427 5353 11
7737 5637 425
1125 7417 6
6912 4383 356
6764 4401 277
9931 3172 153
3009 7937 287
1182 3068 316
1723 6632 417
2238 2941 321
4765 4707 201
5859 6380 122
3631 1741 315
195 8115 307
9302 7767 17
2541 879 489
3931 1513 237
839 335 449
3590 6464 356
9624 9736 10
2914 9765 461
7081 6634 46
3523 6059 371
5798 7797 98
1418 1789 365
1431 4732 417
4683 5410 119
2694 9003 187
8213 9157 342
2881 9272 115
4111 863 378
1330 9282 14
334 8556 247
6114 9553 241
3045 6544 43
2485 9723 446
2180 5485 407
9624 9858 208
2669 8169 160
4321 9763 393
8750 239 337
9180 9170 36
5920 8851 70
8894 3771 28
7530 2120 351
6229 8421 274
8553 3944 476
6404 6599 47
39 8068 274
3861 6982 3
6141 9817 90
1991 5572 326
6902 1489 55
4572 9229 398
5445 1388 24
8636 4323 97
6822 9707 150
1356 1976 296
6383 589 272
3131 7665 302
4010 5029 220
4062 3661 421
8249 6134 188
9514 3108 41
3401 7065 270
4775 816 55
9146 446 270
9845 8849 364
2650 3850 239
7765 3546 332
2176 2247 1
1273 9290 100
4844 5221 63
4276 5459 361
5467 3835 176
9363 2599 275
4322 8311 66
5508 3637 51
685 226 443
1190 5378 184
2099 7918 479
103 7061 313
4142 5046 129
7224 4273 151
4665 8985 8
8270 7308 350
5516 4217 420
9663 599 275
8854 6005 294
6142 3159 324
4049 8524 390
8016 7587 426
1519 8427 352
6539 4223 389
5486 4028 204
2213 4368 139
3456 1434 497
2818 5818 57
4882 977 110
5551 7741 282
2919 9250 148
4334 9334 465
8013 427 239
1816 9833 149
6788 8950 453
430 8675 189
8966 4279 302
6813 7809 188
6887 1175 106
4803 9167 288
157 8361 150
6925 3886 386
940 4679 62
2932 6449 131
4375 6857 184
1046 2093 156
6341 9828 366
7103 98 288
2984 9940 478
8973 3075 229
1898 8462 279
5702 3024 382
8732 4768 284
999 4131 321
8312 2849 420
6406 9161 17
3142 8669 380
202 2482 248
1464 3491 437
415 7546 175
2955 3392 133
7646 5196 456
1289 938 311
4317 2021 321
4936 1939 394
4528 4243 125
9447 4346 31
9297 2137 428
9794 5353 86
8356 582 189
7880 6462 268
814 521 436
8816 5331 120
8321 4068 181
2888 2576 351
7070 3022 477
5946 5590 107
4207 6817 376
1639 1106 468
544 8123 419
2385 397 123
5989 6195 375
7019 2420 419
928 872 335
3243 8585 497
5243 6042 33
1449 4890 68
8236 3084 26
7221 1497 214
8753 7224 382
2334 8539 326
4126 2375 409
401 5283 432
1378 4907 133
6114 6066 153
4442 7460 477
2804 4864 415
3736 8186 66
7130 8975 436
7688 7245 405
4601 3128 351
1425 3996 86
8533 6672 424
3395 2588 300
7420 8028 310
791 9376 227
5175 8877 30
2909 6107 180
7683 4413 293
2866 1690 361
6326 7312 473
1628 9896 161
346 3497 282
5499 8510 299
3063 4292 380
193 6185 158
9113 6563 438
2200 3305 143
8988 1434 113
1690 212 267
4932 4828 248
8394 6607 210
9239 8941 11
618 5566 454
2257 5498 51
2512 9478 345
8531 1613 352
4052 244 207
9734 4818 450
7098 5767 105
4124 9436 12
8842 7576 246
6587 2215 197
6027 4382 480
6335 6646 353
2630 5610 134
38 8039 394
2716 7400 168
1185 4709 343
1538 2949 159
2142 4687 33
7776 2645 306
1390 7159 61
7888 2142 301
6150 4612 404
4965 2412 248
1084 888 477
8393 9306 340
2826 5160 371
443 4423 1
6597 9386 266
6590 7254 257
8663 7679 179
1852 5492 222
1938 3404 324
4983 7717 76
2797 3947 378
9074 6541 74
1533 9402 38
2049 5281 395
8667 4899 221
7600 3391 324
6651 4329 32
6834 3842 195
8292 2095 229
7642 8424 109
3917 3373 493
5684 6573 281
2143 9266 489
4319 3684 267
6182 5129 401
7167 8348 444
8871 4635 461
362 7237 450
5662 5166 212
7529 3053 143
6015 332 426
8273 7654 392
8530 6456 130
2889 8139 50
3509 9543 292
3964 5006 192
3306 9820 265
9104 5770 71
8025 5266 348
6833 1604 82
7398 7170 248
415 4097 43
3751 8131 459
2865 231 154
2923 200 444
4051 5023 449
4840 1471 257
2619 2679 248
1238 7633 154
5587 8186 178
6760 6740 130
4786 2868 233
465 3401 243
7992 4908 456
7814 9281 438
2915 7942 133
662 2890 451
1831 3784 42
5602 9212 246
2518 9358 14
8902 7148 248
7163 8360 117
4286 8856 324
2067 740 372
7016 6190 67
3207 1379 110
2315 301 418
6196 1803 407
7045 2930 434
6859 3829 262
9854 542 136
3064 8335 194
2521 3576 461
9223 761 366
5619 2054 396
2894 6192 464
2336 4258 72
7004 4481 342
2481 6370 187
1240 3414 92
1613 9290 111
6032 3846 143
6660 7414 281
3435 5607 300
5641 1878 281
8546 995 279
1970 7334 415
5550 2600 451
6923 1895 61
5943 6606 251
9201 178 29
8625 6581 228
7998 6496 287
8120 1370 95
9040 4795 249
8052 8987 105
4391 7629 2
1899 9904 37
5028 2451 72
9868 6632 182
1621 8331 151
9818 5332 41
2533 7715 208
8489 9001 127
9502 1087 181
8954 8334 362
1427 4902 331
1813 6342 414
4734 394 464
6818 9085 123
5219 4312 166
9632 9006 14
6053 8307 103
2644 9594 69
8711 411 213
3527 3804 175
6700 5824 1
6970 5284 424
2556 886 108
5899 2000 174
6885 3997 276
5869 1802 9
950 4315 201
5546 7772 157
7956 3881 48
5966 3064 320
735 1357 376
9627 111 367
1537 384 471
1339 4088 213
2312 819 323
9690 6118 220
3731 5512 185
9838 6652 489
6368 3516 368
676 1738 157
6924 5850 212
4623 3894 459
3684 1478 447
1916 5090 334
9888 8974 172
7676 7266 381
6213 9756 136
4886 8434 254
5047 1610 335
9648 6187 298
7303 7726 436
5303 9075 190
5798 4758 288
6427 675 448
8514 6608 255
7031 1738 117
4276 4749 40
4576 6258 34
4422 2497 71
9656 184 113
8276 1347 27
1049 8230 209
8583 6777 302
8256 9490 333
5651 5547 414
4648 7079 156
1484 2302 245
4152 9690 23
6472 8422 435
5520 6662 437
5390 6700 220
2266 6759 114
4623 7493 246
2463 4589 34
3023 6996 473
7799 2603 59
1911 6829 37
6246 933 236
1046 3089 299
8477 2371 165
1665 2711 326
5561 7156 409
4509 2049 235
9653 5427 326
5047 7657 376
8350 4562 207
2186 530 126
8886 8443 87
7461 7065 109
5167 8714 94
7750 3534 123
9225 7878 19
5381 8112 300
6423 7589 319
8955 7228 56
802 8894 421
2874 5071 425
4960 3316 315
5347 3585 226
8156 8116 288
6768 8396 446
2655 2575 199
3120 8032 431
9010 3302 166
1550 4915 130
4194 300 405
455 5672 466
2572 6046 139
7140 5992 16
1038 7247 95
3214 5520 169
460 1523 183
682 9608 123
7032 616 212
6008 2133 101
8768 7303 478
5388 8183 8
4537 185 212
6567 7514 130
3342 7045 387
3495 7473 322
5633 8749 396
2820 5095 40
463 5145 375
4530 2028 281
592 3037 226
3763 7821 390
3065 7475 32
3447 9688 494
2755 3823 73
2089 8075 170
8368 610 45
7423 430 217
5790 2837 47
301 1138 289
7398 5430 162
7249 8206 247
2429 7418 336
4294 2534 361
4475 2265 88
1317 3914 14
3643 6492 291
2828 680 277
615 7742 361
174 9105 293
4178 8960 324
2653 3534 297
7417 8697 455
2289 2155 490
3577 4973 36
3155 4761 485
1211 6354 131
7652 2958 286
4506 9997 232
4642 507 358
4244 2705 121
1335 190 26
6914 5589 431
9664 6922 117
1719 6050 137
7567 2464 132
5268 3102 152
9077 3805 313
6463 2252 345
613 6188 388
139 3080 463
5818 6288 106
9172 7886 468
6343 5942 94
7465 7670 88
6288 6268 250
6587 9525 189
9545 5232 284
3027 9345 159
8607 3169 296
5067 873 466
416 2422 499
6445 4054 146
8654 7206 143
2120 3846 31
1043 4572 343
296 9957 156
1265 7105 444
2881 8511 287
7496 3241 351
5824 6913 359
4546 2017 21
7815 6514 164
8084 5482 103
6872 2026 54
6824 5350 402
4412 4099 412
7004 9009 39
606 7719 192
1985 3576 318
4348 2996 200
521 9542 450
6737 3562 144
5009 4553 420
5502 4139 422
3923 970 43
1542 2526 12
8419 1814 377
4724 7463 228
1803 3223 307
5972 195 263
375 547 36
5308 1362 50
9665 1031 469
78 9262 262
663 4230 309
7204 7484 125
7662 3607 171
9404 9812 227
6000 1926 474
9191 9105 14
8708 1885 199
4417 4243 42
1660 2985 222
9356 8162 237
2953 8207 272
8953 8913 351
8140 4394 13
5277 2969 398
7644 5826 277
3036 5216 377
6789 2282 140
2857 8087 494
1822 2970 480
4776 4631 11
6994 472 293
2858 9490 237
113 5631 420
5861 6624 417
7243 1823 491
5256 2044 475
139 7684 263
3134 7779 490
3883 1952 110
6653 248 271
6614 6507 85
7385 8700 301
7979 8381 487
9184 2601 110
2032 2274 250
5226 9421 77
3450 4040 175
9932 4130 206
1601 1401 218
2985 5334 222
5107 3486 47
7646 8647 60
4189 2045 1
6824 8495 437
2381 3938 28
8414 3550 214
5843 8730 91
9675 2745 367
1083 2388 84
4191 713 171
334 7907 324
8408 3651 209
6443 6957 195
9836 2550 66
3999 2997 311
5959 5522 290
9059 8063 381
5269 207 175
6883 6494 5
775 2158 221
6305 7331 163
8954 1525 395
2365 7905 143
431 3164 64
9495 9656 134
9026 1073 426
3685 7105 234
108 2504 446
2396 3812 174
8126 5440 447
3682 2687 440
7517 8241 246
7279 6985 91
9541 3364 453
9263 5992 401
2731 9816 49
6799 2866 234
8054 1897 443
339 1472 129
8367 4766 459
1915 1411 60
8501 4929 322
6767 4844 473
8322 2575 271
9826 8501 451
900 1959 123
5203 173 320
4135 1502 127
7377 1029 88
4748 4401 281
2091 5260 212
533 2930 69
5680 7016 42
9818 5727 145
554 2156 311
122 4008 194
2677 3395 192
3502 1145 44
2898 5880 494
1571 8596 219
7315 7466 67
5822 5327 77
2290 748 49
8041 6858 495
2420 3386 390
1157 8354 420
414 7773 376
8551 6198 233
1789 687 79
6700 7575 132
9882 4827 441
7105 5253 319
9494 9319 319
3659 4891 409
7751 3204 184
2615 627 276
5931 3810 54
3691 7421 491
1395 3502 46
9170 5146 273
8838 4800 327
3006 3787 271
2643 9366 268
7118 5227 262
5930 2573 378
8865 1496 87
585 3210 390
1700 2807 167
7568 5660 96
8541 3943 236
3817 1278 5
5362 5725 341
7544 185 283
816 5849 148
5303 7455 335
5650 7883 289
8376 8465 113
8592 155 132
3769 5642 246
3340 1015 287
5587 456 287
9634 7563 384
4734 8461 27
828 1611 225
7906 9567 473
8437 9830 218
4220 4081 210
6417 1687 131
3683 2856 37
6538 9268 415
7072 8349 65
6369 2441 102
3162 6291 35
6926 972 440
8529 8604 392
9640 5973 389
3046 6089 119
6104 2113 27
1783 9397 152
2765 3182 313
3965 986 294
648 4459 391
4754 7780 214
9577 1454 403
1339 4048 8
7886 1468 88
8837 9066 219
5898 380 410
760 1050 402
6946 419 97
9421 6251 327
9425 8118 399
1777 4351 231
479 8830 406
7022 5584 269
3659 6174 405
2602 2292 304
1596 6883 481
165 9241 267
3778 1438 396
2625 6012 37
9161 3992 358
9318 3283 200
4105 9842 114
8273 2384 293
6257 7465 487
5048 438 146
2738 9406 48
66 535 254
1358 9434 20
2892 1163 408
9959 9175 312
4950 5890 99
1955 1055 281
2167 2816 491
7367 147 463
4117 6577 37
4135 8510 114
2151 4893 292
6809 8610 250
7802 1454 146
4917 4842 185
3611 5496 207
111 3747 488
7436 5685 364
4167 6801 219
6762 626 114
3639 3649 493
2530 2170 149
6263 5938 11
6834 3520 126
2586 6274 98
9512 5668 144
5556 8637 143
1885 8793 474
4601 6337 404
9387 3015 46
3278 4853 329
3283 324 415
200 4316 117
2819 6307 228
3251 8378 236
5550 1027 307
60 5151 150
2836 4593 402
4344 2568 322
3625 6316 297
5991 3805 489
2879 2222 130
5651 4728 386
2999 2309 391
8603 9083 476
7898 1336 259
8691 5338 164
6063 7942 345
8591 1452 328
4923 1030 470
8591 7394 477
3522 2374 461
3958 5105 364
3251 2131 464
1499 4486 178
2901 8666 137
1478 5931 259
2660 6852 42
8697 7232 320
8479 9266 495
4089 3351 227
6876 6564 214
453 6340 321
8154 2087 288
5939 5089 2
1356 6910 44
7243 5396 231
6453 5753 363
2503 3772 237
2648 4928 189
6492 8658 27
4222 5677 421
4168 2731 140
5448 1471 21
5627 3533 407
2817 9729 437
8407 9039 378
5201 5297 394
8264 5542 57
3947 2705 410
4707 8551 162
5116 4004 222
598 9999 488
7411 8088 416
5184 9963 479
1105 7265 434
9106 6003 466
4878 5228 385
9507 8051 41
3642 3670 269
892 2160 422
8527 8026 439
437 2248 358
6204 4124 439
7804 5613 472
2903 9488 288
8956 2451 138
6981 247 275
2437 5520 131
6931 9443 160
6400 565 250
3212 471 89
9245 415 66
2563 1235 271
5723 5445 143
9138 994 443
1824 9317 144
2593 7665 223
2895 800 494
9444 705 149
9981 9832 356
1659 7014 330
908 317 41
1251 7758 203
9119 5773 99
4802 9137 455
7910 9537 75
4111 6439 243
6902 2045 268
2150 50 185
1601 3217 147
6806 8986 368
5484 6467 167
9000 181 412
1988 3620 425
8728 4112 363
8982 8507 427
4142 7387 99
7984 5753 148
5809 4077 103
6293 5049 153
6134 2098 143
3011 205 375
6948 3402 163
9829 3259 384
7911 1513 57
1377 9690 491
6766 6100 27
6281 4327 202
2672 2827 288
6407 4124 499
5821 5128 102
9408 814 142
5175 5617 452
682 7815 38
1853 6708 157
7433 2368 32
3923 4849 177
2842 2064 3
4513 7378 89
937 3532 10
1120 3351 257
4302 4099 330
6656 1023 287
1806 7035 396
3709 1006 165
4368 728 20
353 700 380
5756 8315 180
4887 6766 32
2860 4809 155
9301 926 357
5363 7567 355
9879 4746 241
104 8270 60
12 2085 418
9823 991 227
104 1165 443
1161 3753 108
9359 5796 458
8067 9612 252
2721 6090 77
7101 2869 76
772 17 215
9913 1887 293
9110 252 368
156 6394 144
8132 1065 352
6943 5965 151
8604 6970 477
1550 1187 314
5621 7499 307
9209 169 452
3839 3772 345
9034 1600 114
3919 3499 176
2559 6 308
2170 7290 302
5214 7735 113
3065 3429 159
1083 5687 302
9991 8071 345
7641 2003 315
4087 6353 203
7171 4974 422
2940 4110 209
4901 945 389
9006 1588 465
2300 3502 407
9510 3991 490
4937 985 97
945 9696 381
832 7839 490
4957 2561 316
4402 4738 7
5823 7279 465
9204 953 300
8986 7294 238
4350 1618 61
7377 5651 313
9044 4419 431
3498 679 210
4058 5301 70
7809 6211 360
6448 9851 453
1746 4297 223
9648 6818 160
5955 6067 43
5755 5850 370
3577 6571 21
8407 9659 392
9911 3230 201
4357 5933 275
5203 5621 97
5387 5739 492
3673 4665 395
915 87 99
1209 2352 162
4617 7773 121
2129 1045 105
1508 3414 195
1302 3010 230
6901 525 266
5479 8957 33
807 7111 25
5452 7989 406
3433 8396 473
976 8982 55
8960 1266 345
4666 9627 295
4518 7232 432
3356 2137 59
2217 2599 471
9449 7233 184
3711 743 191
2525 2525 284
8774 9449 281
3993 7399 167
4040 9192 368
2966 8668 483
5423 2786 22
8788 1915 135
8890 959 190
1652 2381 162
4414 5312 155
6741 5655 491
3078 5363 427
2430 15 184
348 3694 322
6676 1456 159
3100 255 53
8002 8240 233
6829 486 126
7209 2770 210
4868 5390 46
613 1666 351
8079 1627 235
9919 4905 366
8364 8467 103
74 5474 203
1932 6420 113
346 7882 356
6245 5248 445
6743 8075 186
9402 3679 290
9101 9668 474
1416 9770 337
974 8948 475
7065 597 185
7007 6869 172
1609 9237 61
2009 6824 486
389 2835 134
1670 827 273
3852 1717 58
5710 9895 214
7556 1748 297
1661 2084 383
1930 975 275
7170 9029 97
2516 9660 478
3462 2742 267
6972 5728 281
5452 5383 373
6441 9717 476
3898 1946 361
9619 2345 121
5020 1000 147
7328 2765 289
8595 6821 382
7972 2967 241
8041 1622 330
5301 9069 270
8204 3096 374
7598 5641 244
469 1433 291
1355 2465 172
8911 7486 411
3364 8010 367
9751 6555 441
6638 355 77
3914 1530 244
7875 2641 95
1335 1694 157
5252 6459 132
2545 6362 445
5899 8740 131
2303 5161 24
631 3715 375
8140 2439 277
2304 2744 401
4011 3955 396
6200 3124 464
3851 8472 226
5769 6757 249
7774 4258 320
795 682 131
5099 7184 204
7438 6492 243
7863 6811 351
814 8370 483
5279 7087 108
6322 1447 237
7656 7472 2
7726 8299 200
2592 2020 145
8634 1727 252
4321 4391 194
5373 6499 317
5746 6997 65
9324 5 179
5135 9661 19
3765 3814 298
7239 9803 58
2890 2441 370
4169 7543 374
8309 1267 207
3725 9697 114
2708 6620 391
7963 9381 359
7735 168 73
7846 3544 272
4760 9830 472
9047 9498 78
5329 4748 388
1712 860 80
6359 3095 489
6913 9619 206
5957 8045 307
8178 5308 433
3555 273 149
721 9632 439
312 130 206
2570 7815 50
6285 9997 380
4313 8810 276
2221 6884 395
712 2 229
9586 9629 324
1416 9872 76
6406 3388 92
7287 2900 464
4417 5381 10
1958 1743 354
8920 265 84
5136 1893 23
9708 3709 437
7176 9811 87
4675 5244 476
3797 9616 301
3954 326 421
2150 4883 79
5964 25 159
2094 4262 320
6141 3467 492
7131 904 206
1740 2485 402
8213 1618 330
2089 3946 51
9965 5162 94
7814 5515 70
2159 7946 354
702 3257 91
7305 7061 435
9322 3175 458
7691 5482 243
1048 8445 242
3616 1128 23
4544 5207 231
6335 463 421
3074 9885 196
6009 9727 90
1249 932 482
7043 5247 154
849 3968 291
6157 8230 29
128 7976 105
4608 5471 62
9965 8533 126
6617 8777 104
1170 9105 402
4530 2535 384
874 8992 417
2496 5812 244
4559 3168 221
6599 4325 427
383 7404 16
5603 2521 162
9268 9621 221
7443 4387 95
1427 18 224
8647 9568 455
3827 7653 226
4083 8765 318
8104 3991 412
5370 9718 364
8817 8185 249
6981 6795 161
7145 5996 13
6979 5204 474
8161 4790 27
2152 7875 297
1699 1544 121
9835 338 480
